,0
1652,Spelthorne
1653,Spelthorne
1654,Spelthorne
1655,Hounslow
1656,Hounslow
1657,Hounslow
1658,Hounslow
1659,Hounslow
1660,Hounslow
1661,FAIL
1662,Richmond upon Thames
1663,Richmond upon Thames
1664,Richmond upon Thames
1665,Richmond upon Thames
1666,Richmond upon Thames
1667,Richmond upon Thames
1668,Richmond upon Thames
1669,Richmond upon Thames
1670,Richmond upon Thames
1671,Richmond upon Thames
1672,Richmond upon Thames
1673,Richmond upon Thames
1674,Richmond upon Thames
1675,Richmond upon Thames
1676,Richmond upon Thames
1677,Richmond upon Thames
1678,Richmond upon Thames
1679,Richmond upon Thames
1680,Richmond upon Thames
1681,Richmond upon Thames
1682,Richmond upon Thames
1683,Wandsworth
1684,Wandsworth
1685,Wandsworth
1686,Wandsworth
1687,Wandsworth
1688,Wandsworth
1689,Wandsworth
1690,Wandsworth
1691,Wandsworth
1692,Wandsworth
1693,Wandsworth
1694,Wandsworth
1695,Wandsworth
1696,Wandsworth
1697,Wandsworth
1698,Wandsworth
1699,Wandsworth
1700,Wandsworth
1701,Wandsworth
1702,Lambeth
1703,FAIL
1704,Lambeth
1705,Lambeth
1706,Wandsworth
1707,Wandsworth
1708,Wandsworth
1709,Wandsworth
1710,Wandsworth
1711,Wandsworth
1712,Lambeth
1713,Lambeth
1714,Southwark
1715,Southwark
1716,Lambeth
1717,Lambeth
1718,Lambeth
1719,Southwark
1720,Lambeth
1721,Lambeth
1722,Southwark
1723,Southwark
1724,Southwark
1725,Southwark
1726,Lewisham
1727,Southwark
1728,Southwark
1729,Lewisham
1730,Lewisham
1731,Lewisham
1732,Lewisham
1733,Lewisham
1734,Lewisham
1735,Lewisham
1736,Lewisham
1737,FAIL
1738,Lewisham
1739,Lewisham
1740,Lewisham
1741,Lewisham
1742,Bromley
1743,Greenwich
1744,Greenwich
1745,Greenwich
1746,Bexley
1747,Bromley
1748,Bexley
1749,Bexley
1750,Bexley
1751,Bexley
1752,Bexley
1753,Bexley
1754,Bexley
1755,Bexley
1756,Bexley
1757,Bexley
1758,Dartford
1759,Dartford
1760,Dartford
1761,Dartford
1762,Dartford
1763,FAIL
1764,Runnymede
1765,Runnymede
1766,Runnymede
1767,FAIL
1768,Spelthorne
1769,Spelthorne
1770,Spelthorne
1771,Spelthorne
1772,FAIL
1773,Spelthorne
1774,Hounslow
1775,Spelthorne
1776,Hounslow
1777,Richmond upon Thames
1778,Richmond upon Thames
1779,Richmond upon Thames
1780,Richmond upon Thames
1781,Richmond upon Thames
1782,Richmond upon Thames
1783,Richmond upon Thames
1784,Richmond upon Thames
1785,Richmond upon Thames
1786,Richmond upon Thames
1787,Richmond upon Thames
1788,Richmond upon Thames
1789,FAIL
1790,Kingston upon Thames
1791,Kingston upon Thames
1792,Kingston upon Thames
1793,Kingston upon Thames
1794,Kingston upon Thames
1795,Merton
1796,Kingston upon Thames
1797,Merton
1798,Wandsworth
1799,Merton
1800,Merton
1801,Merton
1802,Merton
1803,Merton
1804,Wandsworth
1805,Merton
1806,Merton
1807,Wandsworth
1808,Wandsworth
1809,Wandsworth
1810,Wandsworth
1811,Wandsworth
1812,Wandsworth
1813,Wandsworth
1814,Merton
1815,Wandsworth
1816,Wandsworth
1817,Wandsworth
1818,Lambeth
1819,Lambeth
1820,Lambeth
1821,Wandsworth
1822,Lambeth
1823,Lambeth
1824,Wandsworth
1825,Wandsworth
1826,Lambeth
1827,Lambeth
1828,Lambeth
1829,Lambeth
1830,Lambeth
1831,Lambeth
1832,Lambeth
1833,Lambeth
1834,Lambeth
1835,Lambeth
1836,Lambeth
1837,Lambeth
1838,Lewisham
1839,Lewisham
1840,Lewisham
1841,Lewisham
1842,Croydon
1843,Croydon
1844,Croydon
1845,Lewisham
1846,Lewisham
1847,Lewisham
1848,Bromley
1849,Lewisham
1850,Bromley
1851,Lewisham
1852,Lewisham
1853,Lewisham
1854,Bromley
1855,Bromley
1856,Bromley
1857,Bromley
1858,Bromley
1859,Bromley
1860,Bromley
1861,Bexley
1862,Bexley
1863,Bexley
1864,Bexley
1865,Bexley
1866,Bexley
1867,Bexley
1868,Bexley
1869,Bexley
1870,Bromley
1871,Bexley
1872,Sevenoaks
1873,Dartford
1874,Runnymede
1875,FAIL
1876,Runnymede
1877,Spelthorne
1878,Spelthorne
1879,Elmbridge
1880,Richmond upon Thames
1881,FAIL
1882,Spelthorne
1883,Elmbridge
1884,Elmbridge
1885,Richmond upon Thames
1886,Richmond upon Thames
1887,Richmond upon Thames
1888,Richmond upon Thames
1889,Richmond upon Thames
1890,Richmond upon Thames
1891,Richmond upon Thames
1892,Richmond upon Thames
1893,Richmond upon Thames
1894,Richmond upon Thames
1895,Richmond upon Thames
1896,Richmond upon Thames
1897,Richmond upon Thames
1898,Richmond upon Thames
1899,Richmond upon Thames
1900,Kingston upon Thames
1901,Kingston upon Thames
1902,Kingston upon Thames
1903,Kingston upon Thames
1904,Kingston upon Thames
1905,Kingston upon Thames
1906,Kingston upon Thames
1907,Kingston upon Thames
1908,Kingston upon Thames
1909,Kingston upon Thames
1910,Kingston upon Thames
1911,Kingston upon Thames
1912,Kingston upon Thames
1913,Kingston upon Thames
1914,Merton
1915,Kingston upon Thames
1916,Merton
1917,FAIL
1918,Merton
1919,Merton
1920,Merton
1921,Merton
1922,Merton
1923,Merton
1924,Merton
1925,Merton
1926,Merton
1927,Merton
1928,Merton
1929,Merton
1930,Merton
1931,Merton
1932,Merton
1933,Merton
1934,Merton
1935,Wandsworth
1936,Wandsworth
1937,Lambeth
1938,Lambeth
1939,Croydon
1940,Croydon
1941,Croydon
1942,Croydon
1943,Bromley
1944,Bromley
1945,Bromley
1946,Bromley
1947,Bromley
1948,Bromley
1949,Bromley
1950,Bromley
1951,Bromley
1952,Bromley
1953,Bromley
1954,Bromley
1955,Bromley
1956,Bromley
1957,Bromley
1958,Bromley
1959,Bromley
1960,Bromley
1961,Bromley
1962,Bromley
1963,Bromley
1964,Bromley
1965,Bromley
1966,Bromley
1967,Bromley
1968,Bromley
1969,Bromley
1970,Bromley
1971,Bromley
1972,Bexley
1973,Sevenoaks
1974,Dartford
1975,Dartford
1976,Runnymede
1977,Runnymede
1978,Elmbridge
1979,Runnymede
1980,Elmbridge
1981,Runnymede
1982,Runnymede
1983,Elmbridge
1984,Elmbridge
1985,Spelthorne
1986,Elmbridge
1987,Elmbridge
1988,Elmbridge
1989,Elmbridge
1990,Elmbridge
1991,Elmbridge
1992,Elmbridge
1993,Elmbridge
1994,Elmbridge
1995,Elmbridge
1996,Elmbridge
1997,Elmbridge
1998,Richmond upon Thames
1999,Elmbridge
2000,Kingston upon Thames
2001,Kingston upon Thames
2002,Kingston upon Thames
2003,Kingston upon Thames
2004,Kingston upon Thames
2005,Kingston upon Thames
2006,Kingston upon Thames
2007,Kingston upon Thames
2008,Kingston upon Thames
2009,Kingston upon Thames
2010,Kingston upon Thames
2011,Kingston upon Thames
2012,Merton
2013,Merton
2014,Merton
2015,Sutton
2016,Merton
2017,Sutton
2018,Sutton
2019,Merton
2020,Wandsworth
2021,Wandsworth
2022,Wandsworth
2023,Merton
2024,Croydon
2025,Croydon
2026,Croydon
2027,Croydon
2028,Croydon
2029,Croydon
2030,Croydon
2031,Croydon
2032,Croydon
2033,Croydon
2034,Croydon
2035,Croydon
2036,Croydon
2037,Croydon
2038,FAIL
2039,Croydon
2040,Bromley
2041,Bromley
2042,Bromley
2043,Bromley
2044,Bromley
2045,Bromley
2046,Bromley
2047,Bromley
2048,Bromley
2049,Bromley
2050,Bromley
2051,Bromley
2052,Bromley
2053,Bromley
2054,Bromley
2055,Bromley
2056,Bromley
2057,Bromley
2058,Bromley
2059,Bromley
2060,Bromley
2061,Bromley
2062,Bromley
2063,Bromley
2064,Sevenoaks
2065,Sevenoaks
2066,Sevenoaks
2067,Sevenoaks
2068,Gravesham
2069,FAIL
2070,Woking
2071,Runnymede
2072,FAIL
2073,Runnymede
2074,Runnymede
2075,Runnymede
2076,Elmbridge
2077,FAIL
2078,Elmbridge
2079,Elmbridge
2080,Elmbridge
2081,Elmbridge
2082,Elmbridge
2083,Elmbridge
2084,Kingston upon Thames
2085,Elmbridge
2086,Kingston upon Thames
2087,Kingston upon Thames
2088,Kingston upon Thames
2089,Kingston upon Thames
2090,Kingston upon Thames
2091,Kingston upon Thames
2092,Kingston upon Thames
2093,Kingston upon Thames
2094,Kingston upon Thames
2095,Kingston upon Thames
2096,Kingston upon Thames
2097,Sutton
2098,Sutton
2099,Sutton
2100,Sutton
2101,Sutton
2102,Sutton
2103,Sutton
2104,Sutton
2105,Sutton
2106,Sutton
2107,Sutton
2108,Sutton
2109,Sutton
2110,Sutton
2111,Sutton
2112,Sutton
2113,Sutton
2114,Sutton
2115,Islington
2116,Croydon
2117,Croydon
2118,Croydon
2119,Sutton
2120,Croydon
2121,Croydon
2122,Croydon
2123,Croydon
2124,Croydon
2125,Croydon
2126,Croydon
2127,Croydon
2128,Croydon
2129,Croydon
2130,Croydon
2131,Croydon
2132,Bromley
2133,Bromley
2134,Bromley
2135,Bromley
2136,Bromley
2137,Bromley
2138,Bromley
2139,Bromley
2140,Bromley
2141,Bromley
2142,Bromley
2143,Bromley
2144,Bromley
2145,Sevenoaks
2146,FAIL
2147,Dartford
2148,FAIL
2149,Woking
2150,Woking
2151,Woking
2152,Woking
2153,Woking
2154,Woking
2155,Runnymede
2156,Elmbridge
2157,Woking
2158,Elmbridge
2159,Elmbridge
2160,Elmbridge
2161,Elmbridge
2162,Elmbridge
2163,Elmbridge
2164,Elmbridge
2165,Elmbridge
2166,Kingston upon Thames
2167,Kingston upon Thames
2168,Epsom and Ewell
2169,Kingston upon Thames
2170,Epsom and Ewell
2171,FAIL
2172,Epsom and Ewell
2173,Epsom and Ewell
2174,Epsom and Ewell
2175,Epsom and Ewell
2176,Epsom and Ewell
2177,Epsom and Ewell
2178,Epsom and Ewell
2179,Epsom and Ewell
2180,Epsom and Ewell
2181,Epsom and Ewell
2182,Epsom and Ewell
2183,Sutton
2184,Sutton
2185,Sutton
2186,FAIL
2187,Sutton
2188,Sutton
2189,Sutton
2190,Sutton
2191,Sutton
2192,Sutton
2193,Sutton
2194,Sutton
2195,Sutton
2196,FAIL
2197,Sutton
2198,Croydon
2199,Croydon
2200,Croydon
2201,Croydon
2202,Croydon
2203,Croydon
2204,Croydon
2205,Bromley
2206,Bromley
2207,Bromley
2208,Bromley
2209,Bromley
2210,Bromley
2211,Bromley
2212,Bromley
2213,Sevenoaks
2214,Sevenoaks
2215,Sevenoaks
2216,Sevenoaks
2217,Sevenoaks
2218,Woking
2219,Woking
2220,Guildford
2221,Guildford
2222,Woking
2223,Runnymede
2224,Runnymede
2225,Woking
2226,Elmbridge
2227,Elmbridge
2228,Mole Valley
2229,Epsom and Ewell
2230,Epsom and Ewell
2231,Epsom and Ewell
2232,Epsom and Ewell
2233,Epsom and Ewell
2234,Epsom and Ewell
2235,Epsom and Ewell
2236,Epsom and Ewell
2237,Epsom and Ewell
2238,Epsom and Ewell
2239,Epsom and Ewell
2240,Epsom and Ewell
2241,Reigate and Banstead
2242,FAIL
2243,Croydon
2244,Croydon
2245,FAIL
2246,Croydon
2247,Croydon
2248,Croydon
2249,Croydon
2250,Croydon
2251,Croydon
2252,Croydon
2253,Croydon
2254,Croydon
2255,Bromley
2256,FAIL
2257,Bromley
2258,Sevenoaks
2259,Sevenoaks
2260,FAIL
2261,Sevenoaks
2262,Sevenoaks
2263,FAIL
2264,Sevenoaks
